학교,코드 번호,제목,Name,Strategic field,Keywords
UIUC,UIUC-033,Development of a Causal Certificate Driven Single Cell Digital Twin Platform for Real Time ATMP Quality Control and Process Optimization,Yonghan Jung,"Advanced Bio, AI","BioㆍMedical, Information & Communication, Bio-processes / Bio-, Equipment, Bio-process, Technologies, Software, Software Solutions"
UIUC,UIUC-034,Energy-Efficient Edge AI for Smart Manufacturing and Advanced Nuclear Systems--Quantized and Neuromorphic Foundation Models,Syed Bahauddin Alam,"Next-gen Nuclear Power, AI","Information & Communication, Energy and Resources, Software, Software Solutions, Nuclear Power, Next-Generation, Nuclear Power"
UIUC,UIUC-035,In-situ Synthesis of Two-Dimensional Contacts for 2D Semiconductors and Quantum Devices,Pengjie Wang,"Semiconductor/Display, Quantum","ElectricalㆍElectronics, Semiconductor Devices and, Systems, Other Semiconductor, Devices"
UIUC,UIUC-036,Aerothermal Response of Ceramic Matrix Composites Thermal Protection System,Francesco Panerai,Aerospace/Marine,"ElectricalㆍElectronics, MechanicalㆍMaterials, Measuring Instruments, Measurement Sensors and, Component, Aerospace Systems, Other Aerospace System, Technologies"
UIUC,UIUC-037,A technology for growing and integrating III-V optoelectronic devices on arbitrary platforms,Minjoo Larry Lee (PI),"Semiconductor/Display, AI, Quantum","Electrical & Electronics, Semocinductor Devices, and Systems, Compound, Semiconductor Devices"
UIUC,UIUC-038,"Nanophotonic Chips for Rapid, Multiplexed Biomarker Testing",Yuanwei Li,"Semiconductor/Display, Advanced Bio","BioㆍMedical, ElectricalㆍElectronics, Therapeutic Devices &, Diagnostic Devices, Molecular Genetic Diagnostic, Devices, Optical Application Devices, Optical Materials"
Johns Hopkins University,JHU-001,"AI-based, Language- and Modality-Agnostic Digital Platforms for Early Cognitive Impairment Screening",Esther Oh,AI,"Bio & Medical, Information and Communications, Medical Information and, Systems, Remote and Home, Healthcare Devices, Software, Software Solutions"
Johns Hopkins University,JHU-002,AI-Enabled Alzheimer Antibody Discovery in Human Cerebral Vascularized Organoids,Annie Kathuria,"Advanced Bio, AI","Bio Medical, Bio Medical, Medical Bio, Therapeutic Antibody, Bio-processes/ Bio-, equipment, Bio-engineering, Technologies"
Johns Hopkins University,JHU-003,Physical AI–Enabled Robotic Platforms for Orthopedic Fracture Surgery,Jin Kang,"Advanced Bio, AI, Advanced Robotics & Manufacturing","BioMedical, MechanicalMaterials, Therapeutic Device &, Diagnostic Devices, Surgical Robots, Robotics / Automation, Machinery, Robot Control and, Intelligence, Technologies"
Johns Hopkins University,JHU-004,Low-Loss RNA Technology for Long-Term Preservation of SHANK3 Autism Patient Organoids,Annie Kathuria,Advanced Bio,"Bio · Medical, Chemicals, Bio-processes / Bio-, Equipment, Bio-Analytical Instruments, Fine Chemicals, Additives, (TIPA: Korea Technology and Information Promotion Agency for SMEs), (max 10 pages), 2"
Johns Hopkins University,JHU-005,Next-generation Tumor Endothelial Cell–Targeted Therapeutics in Refractory Solid Tumors,Won Jin Ho,Advanced Bio,"Bio/Medical, Bio/Medical, Medical Bio, Therapeutic Antibodies, Industrial Biotechnology, Bio-engineering, Technologies"
Johns Hopkins University,JHU-006,"Early tumor detection using high-sensitivity, broadband endocavity ultrasound probe for volumetric imaging at high spatial resolution",Jeeun Kang,"Advanced Bio, Advanced Robotics & Manufacturing","Bio · Medical, MechanicalㆍMaterials, Therapeutic Devices &, Diagnostic Devices, Ultrasound Diagnostic, Devices, Robotics/Automation, Machinery, Mechanical Automation, Technologies"
Johns Hopkins University,JHU-007,"Defined, Non-Animal-Derived Three-Dimensional Scaffold for Brain Organoid-Based Drug Discovery",Deok-Ho Kim,Advanced Bio,"Bio Medical, Mechanical materials, Medical Bio, Pharmaceutical Bio-based, Technologies and Systems, Nano/Micro Mechanical, Systems, Miniature Processing/, Assembly/ Measurement, Technologies"
Johns Hopkins University,JHU-008,"Clinically Deployable, Modality-Agnostic AI Platforms for Early Detection of Alzheimer Disease",Michael Miller,Advanced Bio,"Bio Medical, Bio Medical, Therapeutic and, Diagnostic Devices, Intelligent Interpretation, System, Medical Information &, Systems, Other Medical, Information & Systems"
Johns Hopkins University,JHU-009,Integrated Preclinical Framework for Type 2 Diabetes with AI Analysis and Solvent-Free Formulations,Sangwon Kim,"Advanced Bio, AI","Bio Medical, Bio Medical, Medical Bio, Small-Molecule, Pharmaceuticals, Bio-processes/ Bio-, Equipment, Bio-process, Technologies"
Johns Hopkins University,JHU-010,Data-Driven Digital Therapeutics Platform for Facial-Region Pain and Functional Limitations,Tinglong Dai,"Advanced Bio, AI","BioㆍMedical, BioㆍMedical, Medical Information &, Systems, Remote and Home, Health care Devices, Therapeutic Devices &, Diagnostic Devices, Bio-signal, Measurement/, Diagnostic Device"
Johns Hopkins University,JHU-011,Preclinical Development of a Cordyceps militaris-Derived Botanical Drug for Respiratory Diseases and Lung Cancer,Deok-Ho Kim,Advanced Bio,"BioㆍMedical, BioㆍMedical, Medical Bio, Natural Pharmaceuticals, Bio Process/Equipment, Bio Process Technology"
Johns Hopkins University,JHU-012,Once-Weekly Oral GLP-1 Receptor Agonist Delivery Platform for the Treatment of Alcohol and Opioid Use Disorders,Jordan Green,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Drug Delivery Systems, Industrial, Biotechnology, Bio-Chemical Materials"
Johns Hopkins University,JHU-013,Next-Generation Drug Target Discovery Platform Integrating Cell-Type-Specific and Spatial Proteomics with AI,Chan-Hyun Na,"Advanced Bio, AI","Bio Medical, Bio Medical, Medical Bio, Pharmaceutical Bio-based, Technologies and Systems, Bio-processes / Bio-, Equipment, Bio-process, Technologies"
Johns Hopkins University,JHU-014,Antibody-Drug Conjugates for Advanced Prostate Cancer Therapy,Deok-Ho Kim,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Therapeutic Antibodies, Medical Bio, Pharmaceutical Bio-, based Technologies and, systems"
Johns Hopkins University,JHU-015,Mycoplasma Nucleic Acid Amplification Technique Assay for Cell and Gene Therapy,Sangkyun Cho,Advanced Bio,"BioㆍMedical, Industrial Biotechnology, Medical Bio Cell and Tissue Therapeutics, Industrial Biotechnology, Other Industrial "
Johns Hopkins University,JHU-016,First-in-Class Antibody and Immunocytokine Platform for Tumor Microenvironment Reprogramming,Deok-Ho Kim,Advanced Bio,"Bio·Medical, Bio·Medical, Medical Bio, Therapeutic Antibodies, Medical Bio, Protein Therapeutics"
Johns Hopkins University,JHU-017,Next-Generation Electrophysiology Platform for Human Organoid-Based Functional Assessment,Hyeon-Cheol Park,Advanced Bio,"Bio · Medical, Electrical · Electronics, Therapeutic Devices &, Diagnostic Devices, Bio-signal Measurement /, Diagnostic Devices, Measuring Instruments, Measurement Sensors and, Components"
Johns Hopkins University,JHU-018,Therapeutic Technologies for Modulating Mitochondrial Dysfunction and Addressing Expanded Repeat Pathology in Repeat Expansion Diseases,Hungoo Lee,Advanced Bio,"Bio·Medical, Bio·Medical, Medical Bio, Gene Pharmaceuticals, Medical Bio, Small-Molecule, Pharmaceuticals"
Johns Hopkins University,JHU-019,"AI-Assisted, Smartphone-Based Dual-Mode Quantitative Urinalysis Platform Using an Au Electrochemical-Optical Integrated LFA Sensor",Sangmoo Jeong,Advanced Bio,"Bio۰Medical, Electrical Electronics, ۰, Medical Bio, Reagents/Diagnostic, Agents, Measuring Instruments, Measurement Sensors, and Components"
Johns Hopkins University,JHU-020,AI-Based Remote and Home Mental Health Care Platform for Continuous Monitoring and Personalized Recommendation Services,Deok-Ho Kim,AI,"BioㆍMedical, Knowledge Services, Medical Information &, Systems, Remote and Home Health, care Devices, R&D / Engineering, Services, Testing/ Inspection /, Analysis Techniques, (TIPA: Korea Technology and Information Promotion Agency for SMEs), (max 10 pages), 2"
Johns Hopkins University,JHU-021,Microgravity-Integrated Handheld 3D Bioprinting Platform for Regenerative Medicine Applications,Deok-Ho Kim,"Advanced Bio, Aerospace/Marine","Bio · Medical, Mechanical · Materials, Bio-processes / Bio-, Equipment, Bio-engineering, Technologies, Precision Manufacturing, Machinery, Injection Molding Machines"
Johns Hopkins University,JHU-022,iPSC-derived Ocular Regenerative Therapies and Mitochondrial Enhancement Platforms,Deok-Ho Kim,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Cell and Tissue, Therapeutics, Bio-processes / Bio-, Equipment, Bio-process, Technologies"
Johns Hopkins University,JHU-023,AI-Based Neuromuscular Digital Biomarker Platform for Multiple Neuromuscular Disorders with Multi-Ethnic Clinical Study,Deok-Ho Kim,"Advanced Bio, AI","Bio ㆍMedical, Bio ㆍMedical, Therapeutic Devices, &, Diagnostic Devices, Bio-signal Measurement, / Diagnostic Devices, Medical Information, & Systems, Remote and Home, Health care Devices"
Johns Hopkins University,JHU-024,A Wearable Transcranial Doppler System,Jeeun Kang,Advanced Bio,"Bio∙Medical, Bio∙Medical, Therapeutic Devices &, Diagnostic Devices, Ultrasound Diagnostic, Devices, Medical Information, & Systems, Other, Medical, Information & Systems"
Johns Hopkins University,JHU-025,Advanced Flow Electroporation-Based Manufacturing Platform for High-Quality Adeno-Associated Virus Production,Deok-Ho Kim,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Gene Pharmaceuticals, Bio-processes/ Bio-, equipment, Bio-process, Technologies"
Johns Hopkins University,JHU-026,Plant-Based Antiviral Therapeutics for Livestock and Human Viral Infections,Jordan Green,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Natural Pharmaceuticals, Industrial, Biotechnology, Bio-based Agricultural/, Livestock/Aquatic, preparations"
Johns Hopkins University,JHU-027,Translational AI Platform for Clinical Development Decision Support and Probability of Success Assessment,Joel Bader,AI,"Bio Medical, Bio Medical, Medical Bio, Pharmaceutical Bio-, based Technologies and, Systems, Medical Information &, Systems, Other Medical, Information & Systems"
Johns Hopkins University,JHU-028,Advanced Nanocarrier Platforms for Multimodal and Combination Therapeutic Delivery for base editing and RNA-based genome modulation,Jeff Coller,Advanced Bio,"Bio/ Medical, Bio/ Medical, Medical Bio, Drug Delivery Systems, Medical Bio, Biomaterials"
Johns Hopkins University,JHU-029,High-throughput cell line development and clone screening for bispecific antibodies,Reza Kalhor,Advanced Bio,"BIO ㆍ Medical, BIO ㆍ Medical, Bio-processes/Bio-, Equipment, Bio-process, Technologies, Medical Bio, Pharmaceutical Bio-, based, Technologies, and Systems"
Johns Hopkins University,JHU-030,Three-Dimension Two-Photon Endomicroscopy for Biopsy-free Real-time Optical Histology in vivo,Xingde Li,Advanced Bio,"BioㆍMedical, ElectricalㆍElectronics, Therapeutic Devices, &, Diagnostic Devices, Bio-signal Measurement /, Diagnostic Devices, Optical Application, Devices, Imaging Devices"
Johns Hopkins University,JHU-031,Drug development with novel mechanisms of action to overcome resistance to targeted and immune-oncology therapies in pancreatic cancer,Won Jin Ho,Advanced Bio,"Bio Medical, Bio Medical, Medical Bio, Protein therapeutics, Medical Bio, pharmaceuticals"
Johns Hopkins University,JHU-032,Advanced Antifouling and Ultra-Low Friction Coating Technologies for Medical Devices,David Gracias,Advanced Bio,"Bio Medical, Bio Medical, Industrial Biotechnology, Functional Biomaterials, Therapeutic Devices &, Diagnostic Devices, Clinical Chemistry &, Biological Analysis, Instruments"
Johns Hopkins University,JHU-033,AI-Driven Mid-Frequency EMS Platform for Frailty related Sarcopenia Prevention and Rehabilitation,Peter M. Abadir,"Advanced Bio, AI, Advanced Robotics & Manufacturing","Bio Medical, Electrical Electronics, Functional Restoration, /Assistive & Welfare, Devices, Rehabilitation Training, Devices, Measuring Instruments, Physical Quantity, Test/Analysis, Instruments"
Johns Hopkins University,JHU-034,AI-Based Clinical Trial Protocol Design System for Medical Devices Aligned with FDA Regulatory Requirements,Deok-Ho Kim,"Advanced Bio, AI","BioㆍMedical, Knowledge Service, Medical Information, & Systems, Medical Information, Standardization, R&D /, Engineering Services, Other R&D /, Engineering-Related, Technologies"
Johns Hopkins University,JHU-035,Recombinant Spider Silk Wound Dressing,Joshua Doloff,Advanced Bio,"Bio Medical, Bio Medical, Functional, Restoration/Assistive &, Welfare Devices, Medical Materials, Functional, Restoration/Assistive &, Welfare Devices, Bio-Materials"
Johns Hopkins University,JHU-036,AI-Driven Multi-Omics Platform for Early Prediction of Congenital Autoimmune Diseases through Maternal-Infant Data Analysis,Deok-Ho Kim,"Advanced Bio, AI","BioㆍMedical, Knowledge Service, Bio-processes /Bio-, Equipment, Bio-electronics / Bio-, Information, R&D / Engineering Services, Testing / Inspection /, Analysis Techniques"
Johns Hopkins University,JHU-037,Spatial AI-Guided Cell Isolation Platform for Cancer Organoid-Based Biomarker Discovery,Deok-Ho Kim,"Advanced Bio, AI","Bio Medical, Bio Medical, Medical Bio, Pharmaceutical Bio-, based Technologies and, Systems, Bio-processes/Bio-, equipment, Bio-engineering, Technologies"
Johns Hopkins University,JHU-038,Next-Generation Targeted Protein Degradation Platform for the Treatment of Metabolic Syndrome,Sangwon Kim,Advanced Bio,"BioㆍMedical, BioㆍMedical, Medical Bio, Small-Molecule, Pharmaceuticals, Medical Bio, Pharmaceutical Bio-, based Technologies and, Systems"
Johns Hopkins University,JHU-039,"Low-Power, High-Resolution Multimodal Biosensing System with On-Device AI for Wearable Digital Healthcare",Hyeon-Cheol Park,"Advanced Bio, AI","Electrical / Electronics, Bio / Medical, Semiconductor device, and systems, SoC, Therapeutic devices &, Diagnostic devices, Bio signal measurement, / Diagnostic devices"
Johns Hopkins University,JHU-040,Generative AI-Based Multimodal Digital Therapeutics for Obesity and Metabolic Disease Management through Digital Phenotype Analysis,Sangwon Kim,"Advanced Bio, AI","Bio Medical, Electrical Electronics, Medical Information &, Systems, Other Medical, Information & Systems, Measuring Instruments, Measurement Sensors, and Components"
